Bank Ref,Debit,Credit,Value Date,Description,Counterparty
UTR_NOISE_325,,34774.91,2026-08-15,Miscellaneous deposit 325,Corp 32
UTR_NOISE_326,,4280.33,2026-08-14,Miscellaneous deposit 326,Corp 17
UTR_NOISE_327,,8376.27,2026-08-15,Miscellaneous deposit 327,Corp 29
UTR_NOISE_328,,856.07,2026-08-14,Miscellaneous deposit 328,Corp 26
UTR_NOISE_329,,6574.61,2026-08-15,Miscellaneous deposit 329,Corp 86
UTR_NOISE_330,,1499.64,2026-08-16,Miscellaneous deposit 330,Corp 49
UTR_NOISE_331,,42180.17,2026-08-17,Miscellaneous deposit 331,Corp 76
UTR_NOISE_332,,494.78,2026-08-15,Miscellaneous deposit 332,Corp 51
UTR_NOISE_333,,769.03,2026-08-17,Miscellaneous deposit 333,Corp 9
UTR_NOISE_334,,224.61,2026-08-16,Miscellaneous deposit 334,Corp 5
UTR_NOISE_335,,7758.57,2026-08-14,Miscellaneous deposit 335,Corp 79
UTR_NOISE_336,,1984.62,2026-08-16,Miscellaneous deposit 336,Corp 37
UTR_NOISE_337,,26183.35,2026-08-17,Miscellaneous deposit 337,Corp 80
UTR_NOISE_338,,1969.07,2026-08-15,Miscellaneous deposit 338,Corp 58
UTR_NOISE_339,,1255.16,2026-08-17,Miscellaneous deposit 339,Corp 43
UTR_NOISE_340,,410.51,2026-08-16,Miscellaneous deposit 340,Corp 48
UTR_NOISE_341,,1874.67,2026-08-16,Miscellaneous deposit 341,Corp 31
UTR_NOISE_342,,1781.15,2026-08-17,Miscellaneous deposit 342,Corp 94
UTR_NOISE_343,,1144.63,2026-08-14,Miscellaneous deposit 343,Corp 79
UTR_NOISE_344,,154143.68,2026-08-13,Miscellaneous deposit 344,Corp 60
UTR_NOISE_345,,5227.48,2026-08-17,Miscellaneous deposit 345,Corp 85
UTR_NOISE_346,,4926.01,2026-08-16,Miscellaneous deposit 346,Corp 31
UTR_NOISE_347,,649.14,2026-08-16,Miscellaneous deposit 347,Corp 38
UTR_NOISE_348,,896.97,2026-08-13,Miscellaneous deposit 348,Corp 48
UTR_NOISE_349,,9917.65,2026-08-13,Miscellaneous deposit 349,Corp 37
UTR_NOISE_350,,1351.04,2026-08-16,Miscellaneous deposit 350,Corp 34
UTR_NOISE_351,,653.67,2026-08-16,Miscellaneous deposit 351,Corp 28
UTR_NOISE_352,,244.69,2026-08-16,Miscellaneous deposit 352,Corp 16
UTR_NOISE_353,,90762.23,2026-08-17,Miscellaneous deposit 353,Corp 36
UTR_NOISE_354,,1361.98,2026-08-14,Miscellaneous deposit 354,Corp 9
UTR_NOISE_355,,172824.33,2026-08-15,Miscellaneous deposit 355,Corp 71
UTR_NOISE_356,,452.33,2026-08-13,Miscellaneous deposit 356,Corp 82
UTR_NOISE_357,,1625.89,2026-08-15,Miscellaneous deposit 357,Corp 85
UTR_NOISE_358,,6450.59,2026-08-14,Miscellaneous deposit 358,Corp 3
UTR_NOISE_359,,1189.27,2026-08-13,Miscellaneous deposit 359,Corp 86
UTR_NOISE_360,,573.00,2026-08-15,Miscellaneous deposit 360,Corp 10
UTR_NOISE_361,,6291.84,2026-08-14,Miscellaneous deposit 361,Corp 47
UTR_NOISE_362,,1661.49,2026-08-16,Miscellaneous deposit 362,Corp 11
UTR_NOISE_363,,1244.07,2026-08-14,Miscellaneous deposit 363,Corp 92
UTR_NOISE_364,,4365.08,2026-08-16,Miscellaneous deposit 364,Corp 59
UTR_NOISE_365,,5043.92,2026-08-14,Miscellaneous deposit 365,Corp 98
UTR_NOISE_366,,1635.00,2026-08-16,Miscellaneous deposit 366,Corp 24
UTR_NOISE_367,,649.42,2026-08-13,Miscellaneous deposit 367,Corp 81
UTR_NOISE_368,,5597.55,2026-08-17,Miscellaneous deposit 368,Corp 81
UTR_NOISE_369,,49655.77,2026-08-13,Miscellaneous deposit 369,Corp 14
UTR_NOISE_370,,19201.62,2026-08-16,Miscellaneous deposit 370,Corp 15
UTR_NOISE_371,,30364.50,2026-08-14,Miscellaneous deposit 371,Corp 2
UTR_NOISE_372,,6094.15,2026-08-13,Miscellaneous deposit 372,Corp 46
UTR_NOISE_373,,8717.96,2026-08-15,Miscellaneous deposit 373,Corp 89
UTR_NOISE_374,,295.70,2026-08-17,Miscellaneous deposit 374,Corp 22
UTR_NOISE_375,,620.35,2026-08-15,Miscellaneous deposit 375,Corp 78
UTR_NOISE_376,,14553.48,2026-08-16,Miscellaneous deposit 376,Corp 42
UTR_NOISE_377,,301.19,2026-08-13,Miscellaneous deposit 377,Corp 71
UTR_NOISE_378,,794.57,2026-08-15,Miscellaneous deposit 378,Corp 37
UTR_NOISE_379,,2095.97,2026-08-13,Miscellaneous deposit 379,Corp 5
UTR_NOISE_380,,1919.27,2026-08-16,Miscellaneous deposit 380,Corp 100
UTR_NOISE_381,,9416.12,2026-08-14,Miscellaneous deposit 381,Corp 78
UTR_NOISE_382,,1030.28,2026-08-13,Miscellaneous deposit 382,Corp 70
UTR_NOISE_383,,977.63,2026-08-17,Miscellaneous deposit 383,Corp 33
UTR_NOISE_384,,1665.38,2026-08-17,Miscellaneous deposit 384,Corp 72
UTR_NOISE_385,,1552.26,2026-08-15,Miscellaneous deposit 385,Corp 100
UTR_NOISE_386,,313.97,2026-08-13,Miscellaneous deposit 386,Corp 66
UTR_NOISE_387,,2158.49,2026-08-15,Miscellaneous deposit 387,Corp 62
UTR_NOISE_388,,806.96,2026-08-16,Miscellaneous deposit 388,Corp 83
UTR_NOISE_389,,8772.78,2026-08-14,Miscellaneous deposit 389,Corp 91
UTR_NOISE_390,,681.87,2026-08-16,Miscellaneous deposit 390,Corp 7
UTR_NOISE_391,,2081.79,2026-08-14,Miscellaneous deposit 391,Corp 26
UTR_NOISE_392,,3719.00,2026-08-13,Miscellaneous deposit 392,Corp 46
UTR_NOISE_393,,24623.89,2026-08-15,Miscellaneous deposit 393,Corp 73
UTR_NOISE_394,,235014.34,2026-08-16,Miscellaneous deposit 394,Corp 41
UTR_NOISE_395,,1250.31,2026-08-17,Miscellaneous deposit 395,Corp 81
UTR_NOISE_396,,14113.25,2026-08-14,Miscellaneous deposit 396,Corp 20
UTR_NOISE_397,,8728.62,2026-08-16,Miscellaneous deposit 397,Corp 83
UTR_NOISE_398,,1730.60,2026-08-16,Miscellaneous deposit 398,Corp 17
UTR_NOISE_399,,8987.03,2026-08-14,Miscellaneous deposit 399,Corp 7
UTR_NOISE_400,,973.86,2026-08-14,Miscellaneous deposit 400,Corp 48
UTR_NOISE_401,,7229.16,2026-08-16,Miscellaneous deposit 401,Corp 95
UTR_NOISE_402,,7136.09,2026-08-17,Miscellaneous deposit 402,Corp 67
UTR_NOISE_403,,1515.47,2026-08-17,Miscellaneous deposit 403,Corp 39
UTR_NOISE_404,,491.73,2026-08-13,Miscellaneous deposit 404,Corp 79
UTR_NOISE_405,,1404.10,2026-08-17,Miscellaneous deposit 405,Corp 51
UTR_NOISE_406,,1900.57,2026-08-13,Miscellaneous deposit 406,Corp 43
UTR_NOISE_407,,438.62,2026-08-13,Miscellaneous deposit 407,Corp 46
UTR_NOISE_408,,1792.11,2026-08-14,Miscellaneous deposit 408,Corp 94
UTR_NOISE_409,,853.23,2026-08-15,Miscellaneous deposit 409,Corp 50
UTR_NOISE_410,,1019.84,2026-08-17,Miscellaneous deposit 410,Corp 99
UTR_NOISE_411,,473.68,2026-08-15,Miscellaneous deposit 411,Corp 1
UTR_NOISE_412,,2729.27,2026-08-17,Miscellaneous deposit 412,Corp 68
UTR_NOISE_413,,428.17,2026-08-15,Miscellaneous deposit 413,Corp 86
UTR_NOISE_414,,864.85,2026-08-13,Miscellaneous deposit 414,Corp 64
UTR_NOISE_415,,37283.61,2026-08-15,Miscellaneous deposit 415,Corp 82
UTR_NOISE_416,,657.09,2026-08-13,Miscellaneous deposit 416,Corp 13
UTR_NOISE_417,,1896.84,2026-08-15,Miscellaneous deposit 417,Corp 31
UTR_NOISE_418,,756.86,2026-08-17,Miscellaneous deposit 418,Corp 87
UTR_NOISE_419,,39184.05,2026-08-17,Miscellaneous deposit 419,Corp 15
UTR_NOISE_420,,7551.76,2026-08-13,Miscellaneous deposit 420,Corp 86
UTR_NOISE_421,,1265.20,2026-08-15,Miscellaneous deposit 421,Corp 66
UTR_NOISE_422,,850.50,2026-08-13,Miscellaneous deposit 422,Corp 94
UTR_NOISE_423,,1743.10,2026-08-14,Miscellaneous deposit 423,Corp 45
UTR_NOISE_424,,271.85,2026-08-16,Miscellaneous deposit 424,Corp 72
UTR_NOISE_425,,1226.50,2026-08-14,Miscellaneous deposit 425,Corp 55
UTR_NOISE_426,,1357.26,2026-08-16,Miscellaneous deposit 426,Corp 25
UTR_NOISE_427,,640.65,2026-08-16,Miscellaneous deposit 427,Corp 15
UTR_NOISE_428,,28121.54,2026-08-13,Miscellaneous deposit 428,Corp 91
UTR_NOISE_429,,94390.87,2026-08-17,Miscellaneous deposit 429,Corp 89
UTR_NOISE_430,,23520.62,2026-08-16,Miscellaneous deposit 430,Corp 45
UTR_NOISE_431,,1235.18,2026-08-17,Miscellaneous deposit 431,Corp 90
UTR_NOISE_432,,177981.53,2026-08-16,Miscellaneous deposit 432,Corp 25
UTR_NOISE_433,,4116.61,2026-08-13,Miscellaneous deposit 433,Corp 71
UTR_NOISE_434,,291.88,2026-08-16,Miscellaneous deposit 434,Corp 44
UTR_NOISE_435,,175346.65,2026-08-16,Miscellaneous deposit 435,Corp 84
UTR_NOISE_436,,3248.28,2026-08-17,Miscellaneous deposit 436,Corp 88
UTR_NOISE_437,,186.53,2026-08-15,Miscellaneous deposit 437,Corp 61
UTR_NOISE_438,,359.41,2026-08-17,Miscellaneous deposit 438,Corp 88
UTR_NOISE_439,,20006.21,2026-08-17,Miscellaneous deposit 439,Corp 63
UTR_NOISE_440,,952.46,2026-08-13,Miscellaneous deposit 440,Corp 98
UTR_NOISE_441,,6446.93,2026-08-13,Miscellaneous deposit 441,Corp 48
UTR_NOISE_442,,6219.87,2026-08-14,Miscellaneous deposit 442,Corp 33
UTR_NOISE_443,,3999.63,2026-08-15,Miscellaneous deposit 443,Corp 7
UTR_NOISE_444,,16505.38,2026-08-15,Miscellaneous deposit 444,Corp 52
UTR_NOISE_445,,1742.96,2026-08-13,Miscellaneous deposit 445,Corp 58
UTR_NOISE_446,,1007.02,2026-08-15,Miscellaneous deposit 446,Corp 80
UTR_NOISE_447,,8105.42,2026-08-16,Miscellaneous deposit 447,Corp 18
UTR_NOISE_448,,1428.69,2026-08-17,Miscellaneous deposit 448,Corp 38
UTR_NOISE_449,,1464.56,2026-08-17,Miscellaneous deposit 449,Corp 63
UTR_NOISE_450,,1948.22,2026-08-14,Miscellaneous deposit 450,Corp 8
UTR_NOISE_451,,481.19,2026-08-14,Miscellaneous deposit 451,Corp 89
UTR_NOISE_452,,257.46,2026-08-15,Miscellaneous deposit 452,Corp 23
UTR_NOISE_453,,104.03,2026-08-14,Miscellaneous deposit 453,Corp 94
UTR_NOISE_454,,214998.77,2026-08-17,Miscellaneous deposit 454,Corp 60
UTR_NOISE_455,,435.65,2026-08-16,Miscellaneous deposit 455,Corp 84
UTR_NOISE_456,,82263.89,2026-08-16,Miscellaneous deposit 456,Corp 26
UTR_NOISE_457,,1778.01,2026-08-15,Miscellaneous deposit 457,Corp 9
UTR_NOISE_458,,1900.49,2026-08-13,Miscellaneous deposit 458,Corp 54
UTR_NOISE_459,,9845.73,2026-08-15,Miscellaneous deposit 459,Corp 17
UTR_NOISE_460,,31212.05,2026-08-14,Miscellaneous deposit 460,Corp 64
UTR_NOISE_461,,1185.81,2026-08-17,Miscellaneous deposit 461,Corp 26
UTR_NOISE_462,,7137.59,2026-08-14,Miscellaneous deposit 462,Corp 5
UTR_NOISE_463,,28708.56,2026-08-14,Miscellaneous deposit 463,Corp 58
UTR_NOISE_464,,1183.89,2026-08-15,Miscellaneous deposit 464,Corp 43
UTR_NOISE_465,,1216.35,2026-08-14,Miscellaneous deposit 465,Corp 58
UTR_NOISE_466,,678.69,2026-08-15,Miscellaneous deposit 466,Corp 95
UTR_NOISE_467,,72014.25,2026-08-13,Miscellaneous deposit 467,Corp 76
UTR_NOISE_468,,9602.56,2026-08-17,Miscellaneous deposit 468,Corp 72
UTR_NOISE_469,,2204.68,2026-08-16,Miscellaneous deposit 469,Corp 96
UTR_NOISE_470,,8207.30,2026-08-15,Miscellaneous deposit 470,Corp 49
UTR_NOISE_471,,21162.91,2026-08-13,Miscellaneous deposit 471,Corp 17
UTR_NOISE_472,,5287.68,2026-08-13,Miscellaneous deposit 472,Corp 38
UTR_NOISE_473,,187.03,2026-08-15,Miscellaneous deposit 473,Corp 27
UTR_NOISE_474,,1633.53,2026-08-15,Miscellaneous deposit 474,Corp 76
UTR_NOISE_475,,2848.34,2026-08-16,Miscellaneous deposit 475,Corp 86
UTR_NOISE_476,,1741.78,2026-08-14,Miscellaneous deposit 476,Corp 85
UTR_NOISE_477,,1193.21,2026-08-17,Miscellaneous deposit 477,Corp 39
UTR_NOISE_478,,284.17,2026-08-15,Miscellaneous deposit 478,Corp 79
UTR_NOISE_479,,8835.89,2026-08-14,Miscellaneous deposit 479,Corp 54
UTR_NOISE_480,,104.58,2026-08-14,Miscellaneous deposit 480,Corp 50
UTR_NOISE_481,,5596.76,2026-08-16,Miscellaneous deposit 481,Corp 58
UTR_NOISE_482,,309.68,2026-08-13,Miscellaneous deposit 482,Corp 15
UTR_NOISE_483,,1502.52,2026-08-16,Miscellaneous deposit 483,Corp 47
UTR_NOISE_484,,8985.56,2026-08-13,Miscellaneous deposit 484,Corp 46
UTR_NOISE_485,,30113.90,2026-08-17,Miscellaneous deposit 485,Corp 79
UTR_NOISE_486,,1962.40,2026-08-13,Miscellaneous deposit 486,Corp 57
UTR_NOISE_487,,1644.24,2026-08-13,Miscellaneous deposit 487,Corp 1
UTR_NOISE_488,,1955.49,2026-08-16,Miscellaneous deposit 488,Corp 58
UTR_NOISE_489,,824.19,2026-08-16,Miscellaneous deposit 489,Corp 84
UTR_NOISE_490,,6300.85,2026-08-14,Miscellaneous deposit 490,Corp 92
UTR_NOISE_491,,410.33,2026-08-15,Miscellaneous deposit 491,Corp 24
UTR_NOISE_492,,49489.29,2026-08-16,Miscellaneous deposit 492,Corp 19
UTR_NOISE_493,,1576.36,2026-08-16,Miscellaneous deposit 493,Corp 88
UTR_NOISE_494,,4627.13,2026-08-14,Miscellaneous deposit 494,Corp 72
UTR_NOISE_495,,186.18,2026-08-13,Miscellaneous deposit 495,Corp 14
UTR_NOISE_496,,1505.98,2026-08-16,Miscellaneous deposit 496,Corp 7
UTR_NOISE_497,,541.34,2026-08-13,Miscellaneous deposit 497,Corp 37
UTR_NOISE_498,,1381.48,2026-08-16,Miscellaneous deposit 498,Corp 95
UTR_NOISE_499,,414.88,2026-08-14,Miscellaneous deposit 499,Corp 76
UTR_NOISE_500,,13870.85,2026-08-17,Miscellaneous deposit 500,Corp 57
UTR_NOISE_501,,6266.56,2026-08-17,Miscellaneous deposit 501,Corp 35
UTR_NOISE_502,,1682.01,2026-08-15,Miscellaneous deposit 502,Corp 65
UTR_NOISE_503,,3421.66,2026-08-16,Miscellaneous deposit 503,Corp 65
UTR_NOISE_504,,805.49,2026-08-17,Miscellaneous deposit 504,Corp 14
UTR_NOISE_505,,8910.51,2026-08-14,Miscellaneous deposit 505,Corp 34
UTR_NOISE_506,,136223.84,2026-08-13,Miscellaneous deposit 506,Corp 80
UTR_NOISE_507,,8696.43,2026-08-16,Miscellaneous deposit 507,Corp 62
UTR_NOISE_508,,4560.78,2026-08-14,Miscellaneous deposit 508,Corp 56
UTR_NOISE_509,,2889.01,2026-08-15,Miscellaneous deposit 509,Corp 50
UTR_NOISE_510,,43644.97,2026-08-17,Miscellaneous deposit 510,Corp 99
UTR_NOISE_511,,9548.88,2026-08-16,Miscellaneous deposit 511,Corp 56
UTR_NOISE_512,,506.92,2026-08-17,Miscellaneous deposit 512,Corp 46
UTR_NOISE_513,,10778.41,2026-08-17,Miscellaneous deposit 513,Corp 6
UTR_NOISE_514,,45934.07,2026-08-16,Miscellaneous deposit 514,Corp 55
UTR_NOISE_515,,226085.46,2026-08-13,Miscellaneous deposit 515,Corp 11
UTR_NOISE_516,,6446.20,2026-08-17,Miscellaneous deposit 516,Corp 18
UTR_NOISE_517,,884.51,2026-08-14,Miscellaneous deposit 517,Corp 15
UTR_NOISE_518,,1557.70,2026-08-17,Miscellaneous deposit 518,Corp 33
UTR_NOISE_519,,680.05,2026-08-16,Miscellaneous deposit 519,Corp 32
UTR_NOISE_520,,9396.07,2026-08-13,Miscellaneous deposit 520,Corp 95
UTR_NOISE_521,,1331.90,2026-08-16,Miscellaneous deposit 521,Corp 27
UTR_NOISE_522,,13367.92,2026-08-16,Miscellaneous deposit 522,Corp 40
UTR_NOISE_523,,7775.39,2026-08-13,Miscellaneous deposit 523,Corp 55
UTR_NOISE_524,,1420.23,2026-08-14,Miscellaneous deposit 524,Corp 62
UTR_NOISE_525,,2131.92,2026-08-17,Miscellaneous deposit 525,Corp 23
UTR_NOISE_526,,4434.60,2026-08-13,Miscellaneous deposit 526,Corp 27
UTR_NOISE_527,,18297.60,2026-08-16,Miscellaneous deposit 527,Corp 27
UTR_NOISE_528,,1569.63,2026-08-13,Miscellaneous deposit 528,Corp 84
UTR_NOISE_529,,2753.86,2026-08-16,Miscellaneous deposit 529,Corp 17
UTR_NOISE_530,,1573.14,2026-08-15,Miscellaneous deposit 530,Corp 39
UTR_NOISE_531,,205332.54,2026-08-13,Miscellaneous deposit 531,Corp 89
UTR_NOISE_532,,22412.74,2026-08-17,Miscellaneous deposit 532,Corp 47
UTR_NOISE_533,,4737.82,2026-08-17,Miscellaneous deposit 533,Corp 1
UTR_NOISE_534,,1592.00,2026-08-14,Miscellaneous deposit 534,Corp 8
UTR_NOISE_535,,43563.54,2026-08-15,Miscellaneous deposit 535,Corp 31
UTR_NOISE_536,,750.43,2026-08-14,Miscellaneous deposit 536,Corp 38
UTR_NOISE_537,,1486.78,2026-08-14,Miscellaneous deposit 537,Corp 92
UTR_NOISE_538,,1552.19,2026-08-16,Miscellaneous deposit 538,Corp 33
UTR_NOISE_539,,5726.94,2026-08-13,Miscellaneous deposit 539,Corp 63
UTR_NOISE_540,,253.33,2026-08-13,Miscellaneous deposit 540,Corp 40
UTR_NOISE_541,,40597.05,2026-08-16,Miscellaneous deposit 541,Corp 74
UTR_NOISE_542,,21931.40,2026-08-17,Miscellaneous deposit 542,Corp 71
UTR_NOISE_543,,789.05,2026-08-14,Miscellaneous deposit 543,Corp 2
UTR_NOISE_544,,862.07,2026-08-13,Miscellaneous deposit 544,Corp 80
UTR_NOISE_545,,157.66,2026-08-13,Miscellaneous deposit 545,Corp 80
UTR_NOISE_546,,16809.90,2026-08-16,Miscellaneous deposit 546,Corp 36
UTR_NOISE_547,,2724.71,2026-08-17,Miscellaneous deposit 547,Corp 32
UTR_NOISE_548,,29677.95,2026-08-13,Miscellaneous deposit 548,Corp 85
UTR_NOISE_549,,43562.96,2026-08-16,Miscellaneous deposit 549,Corp 97
UTR_NOISE_550,,1080.97,2026-08-16,Miscellaneous deposit 550,Corp 25
UTR_NOISE_551,,18485.11,2026-08-14,Miscellaneous deposit 551,Corp 71
UTR_NOISE_552,,13877.80,2026-08-15,Miscellaneous deposit 552,Corp 13
UTR_NOISE_553,,460.91,2026-08-13,Miscellaneous deposit 553,Corp 74
UTR_NOISE_554,,39915.27,2026-08-14,Miscellaneous deposit 554,Corp 95
UTR_NOISE_555,,167.27,2026-08-13,Miscellaneous deposit 555,Corp 89
UTR_NOISE_556,,1455.06,2026-08-14,Miscellaneous deposit 556,Corp 4
UTR_NOISE_557,,1377.44,2026-08-16,Miscellaneous deposit 557,Corp 37
UTR_NOISE_558,,9725.30,2026-08-13,Miscellaneous deposit 558,Corp 72
UTR_NOISE_559,,1054.36,2026-08-15,Miscellaneous deposit 559,Corp 44
UTR_NOISE_560,,1531.13,2026-08-15,Miscellaneous deposit 560,Corp 27
UTR_NOISE_561,,43007.38,2026-08-16,Miscellaneous deposit 561,Corp 60
UTR_NOISE_562,,5751.18,2026-08-14,Miscellaneous deposit 562,Corp 64
UTR_NOISE_563,,279.90,2026-08-16,Miscellaneous deposit 563,Corp 21
UTR_NOISE_564,,1937.97,2026-08-15,Miscellaneous deposit 564,Corp 68
UTR_NOISE_565,,1517.23,2026-08-14,Miscellaneous deposit 565,Corp 73
UTR_NOISE_566,,110710.25,2026-08-15,Miscellaneous deposit 566,Corp 86
UTR_NOISE_567,,708.60,2026-08-13,Miscellaneous deposit 567,Corp 93
UTR_NOISE_568,,5101.56,2026-08-13,Miscellaneous deposit 568,Corp 4
UTR_NOISE_569,,4629.38,2026-08-17,Miscellaneous deposit 569,Corp 90
UTR_NOISE_570,,5337.62,2026-08-14,Miscellaneous deposit 570,Corp 94
UTR_NOISE_571,,1096.97,2026-08-13,Miscellaneous deposit 571,Corp 84
UTR_NOISE_572,,17508.97,2026-08-15,Miscellaneous deposit 572,Corp 23
UTR_NOISE_573,,1753.77,2026-08-15,Miscellaneous deposit 573,Corp 56
UTR_NOISE_574,,797.01,2026-08-17,Miscellaneous deposit 574,Corp 25
UTR_NOISE_575,,5067.26,2026-08-16,Miscellaneous deposit 575,Corp 15
UTR_NOISE_576,,1916.11,2026-08-13,Miscellaneous deposit 576,Corp 96
UTR_NOISE_577,,1269.80,2026-08-15,Miscellaneous deposit 577,Corp 98
UTR_NOISE_578,,17951.98,2026-08-17,Miscellaneous deposit 578,Corp 94
UTR_NOISE_579,,667.42,2026-08-15,Miscellaneous deposit 579,Corp 45
UTR_NOISE_580,,1185.90,2026-08-16,Miscellaneous deposit 580,Corp 75
UTR_NOISE_581,,9412.04,2026-08-14,Miscellaneous deposit 581,Corp 36
UTR_NOISE_582,,996.19,2026-08-14,Miscellaneous deposit 582,Corp 50
UTR_NOISE_583,,30175.35,2026-08-14,Miscellaneous deposit 583,Corp 66
UTR_NOISE_584,,557.21,2026-08-16,Miscellaneous deposit 584,Corp 13
UTR_NOISE_585,,4114.90,2026-08-17,Miscellaneous deposit 585,Corp 25
UTR_NOISE_586,,1734.82,2026-08-15,Miscellaneous deposit 586,Corp 33
UTR_NOISE_587,,6382.43,2026-08-16,Miscellaneous deposit 587,Corp 49
UTR_NOISE_588,,5714.69,2026-08-17,Miscellaneous deposit 588,Corp 16
UTR_NOISE_589,,44576.91,2026-08-16,Miscellaneous deposit 589,Corp 36
UTR_NOISE_590,,7599.73,2026-08-13,Miscellaneous deposit 590,Corp 58
UTR_NOISE_591,,4700.93,2026-08-14,Miscellaneous deposit 591,Corp 45
UTR_NOISE_592,,1543.58,2026-08-16,Miscellaneous deposit 592,Corp 47
UTR_NOISE_593,,424.08,2026-08-14,Miscellaneous deposit 593,Corp 4
UTR_NOISE_594,,5550.76,2026-08-15,Miscellaneous deposit 594,Corp 27
UTR_NOISE_595,,1363.57,2026-08-13,Miscellaneous deposit 595,Corp 83
UTR_NOISE_596,,735.61,2026-08-15,Miscellaneous deposit 596,Corp 63
UTR_NOISE_597,,21810.67,2026-08-14,Miscellaneous deposit 597,Corp 83
UTR_NOISE_598,,1076.56,2026-08-15,Miscellaneous deposit 598,Corp 44
UTR_NOISE_599,,8356.38,2026-08-17,Miscellaneous deposit 599,Corp 96
UTR_NOISE_600,,1824.41,2026-08-17,Miscellaneous deposit 600,Corp 60
UTR_NOISE_601,,224930.23,2026-08-13,Miscellaneous deposit 601,Corp 91
UTR_NOISE_602,,10676.30,2026-08-13,Miscellaneous deposit 602,Corp 100
UTR_NOISE_603,,181.27,2026-08-13,Miscellaneous deposit 603,Corp 43
UTR_NOISE_604,,1303.11,2026-08-13,Miscellaneous deposit 604,Corp 91
UTR_NOISE_605,,4389.55,2026-08-16,Miscellaneous deposit 605,Corp 98
UTR_NOISE_606,,1178.76,2026-08-16,Miscellaneous deposit 606,Corp 74
UTR_NOISE_607,,354.93,2026-08-17,Miscellaneous deposit 607,Corp 7
UTR_NOISE_608,,3452.96,2026-08-17,Miscellaneous deposit 608,Corp 14
UTR_NOISE_609,,956.06,2026-08-16,Miscellaneous deposit 609,Corp 58
UTR_NOISE_610,,7453.48,2026-08-14,Miscellaneous deposit 610,Corp 100
UTR_NOISE_611,,8061.81,2026-08-16,Miscellaneous deposit 611,Corp 27
UTR_NOISE_612,,8453.35,2026-08-16,Miscellaneous deposit 612,Corp 15
UTR_NOISE_613,,1841.45,2026-08-16,Miscellaneous deposit 613,Corp 56
UTR_NOISE_614,,6874.93,2026-08-16,Miscellaneous deposit 614,Corp 67
UTR_NOISE_615,,1090.88,2026-08-17,Miscellaneous deposit 615,Corp 23
UTR_NOISE_616,,606.09,2026-08-14,Miscellaneous deposit 616,Corp 25
UTR_NOISE_617,,3367.93,2026-08-15,Miscellaneous deposit 617,Corp 90
UTR_NOISE_618,,1472.99,2026-08-15,Miscellaneous deposit 618,Corp 61
UTR_NOISE_619,,2538.53,2026-08-13,Miscellaneous deposit 619,Corp 65
UTR_NOISE_620,,637.39,2026-08-17,Miscellaneous deposit 620,Corp 24
UTR_NOISE_621,,4455.83,2026-08-13,Miscellaneous deposit 621,Corp 92
UTR_NOISE_622,,45856.29,2026-08-14,Miscellaneous deposit 622,Corp 41
UTR_NOISE_623,,1247.65,2026-08-16,Miscellaneous deposit 623,Corp 86
UTR_NOISE_624,,537.00,2026-08-14,Miscellaneous deposit 624,Corp 62
UTR_NOISE_625,,15432.68,2026-08-13,Miscellaneous deposit 625,Corp 13
UTR_NOISE_626,,108.47,2026-08-15,Miscellaneous deposit 626,Corp 66
UTR_NOISE_627,,7317.15,2026-08-14,Miscellaneous deposit 627,Corp 37
UTR_NOISE_628,,36011.61,2026-08-17,Miscellaneous deposit 628,Corp 25
UTR_NOISE_629,,1550.25,2026-08-16,Miscellaneous deposit 629,Corp 81
UTR_NOISE_630,,8684.42,2026-08-13,Miscellaneous deposit 630,Corp 40
UTR_NOISE_631,,209459.35,2026-08-17,Miscellaneous deposit 631,Corp 72
UTR_NOISE_632,,7047.80,2026-08-14,Miscellaneous deposit 632,Corp 92
UTR_NOISE_633,,6616.08,2026-08-14,Miscellaneous deposit 633,Corp 69
UTR_NOISE_634,,1548.94,2026-08-13,Miscellaneous deposit 634,Corp 78
UTR_NOISE_635,,26128.47,2026-08-17,Miscellaneous deposit 635,Corp 93
UTR_NOISE_636,,1260.67,2026-08-16,Miscellaneous deposit 636,Corp 65
UTR_NOISE_637,,1883.99,2026-08-16,Miscellaneous deposit 637,Corp 78
UTR_NOISE_638,,1945.55,2026-08-13,Miscellaneous deposit 638,Corp 30
UTR_NOISE_639,,9723.69,2026-08-14,Miscellaneous deposit 639,Corp 7
UTR_NOISE_640,,707.33,2026-08-17,Miscellaneous deposit 640,Corp 93
UTR_NOISE_641,,577.03,2026-08-14,Miscellaneous deposit 641,Corp 37
UTR_NOISE_642,,1658.28,2026-08-14,Miscellaneous deposit 642,Corp 68
UTR_NOISE_643,,1984.30,2026-08-13,Miscellaneous deposit 643,Corp 6
UTR_NOISE_644,,1832.20,2026-08-13,Miscellaneous deposit 644,Corp 31
UTR_NOISE_645,,523.09,2026-08-14,Miscellaneous deposit 645,Corp 41
UTR_NOISE_646,,4599.47,2026-08-14,Miscellaneous deposit 646,Corp 88
UTR_NOISE_647,,173.97,2026-08-13,Miscellaneous deposit 647,Corp 36
UTR_NOISE_648,,1691.61,2026-08-16,Miscellaneous deposit 648,Corp 54
UTR_NOISE_649,,44270.58,2026-08-16,Miscellaneous deposit 649,Corp 32
UTR_NOISE_650,,9385.24,2026-08-15,Miscellaneous deposit 650,Corp 69
